Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,0.14834683274305183,0.1536491308774054,0.1714581740171136,0.16191880230790523,0.1619187727373418,0.1577514751334645
2020-01-03,0.14813856421911875,0.15623059044740317,0.1718796464203769,0.1582330786627949,0.1582330655042259,0.1237707221129531
2020-01-06,0.1499824421185768,0.16874065102705804,0.17374856927786986,0.17691391022532643,0.17691386855275482,0.3288845181230683
2020-01-07,0.17478654898474522,0.1713781262575118,0.1943467059575965,0.1755240270120405,0.17552404159226642,0.2196719584152852
2020-01-08,0.1719215584934396,0.17562956727203083,0.19489007137250403,0.18063560824238833,0.1806355914443467,0.22831202584995786
2020-01-09,0.18569254923037337,0.18419872025581063,0.203817940194856,0.18822840003077457,0.18822836852763036,0.20974992975554935
2020-01-10,0.18952269032086566,0.1873860967965375,0.20858664588053732,0.19294874032948206,0.19294870025543598,0.14879530767069404
2020-01-13,0.19245867968374653,0.19071595977454048,0.21151688258893941,0.19864722223062237,0.19864719524914143,0.18806195560550715
2020-01-14,0.19487155618171326,0.1913015215399444,0.21273565772380332,0.19378785433725443,0.19378783364320173,0.147197246417533
2020-01-15,0.19132595314531775,0.1903595882981033,0.21471120790743914,0.19821992838036662,0.19821988282958203,0.10745644844057321
2020-01-16,0.19763996960535202,0.1954104761171871,0.21894662198082804,0.20386177813701534,0.2038617593208799,0.14723236864287725
2020-01-17,0.2063211318491288,0.21060882224898525,0.22735142797508157,0.21897517732989336,0.2189752035336866,0.378547344759764
2020-01-21,0.21468225660302098,0.21535935425208785,0.23428855841908558,0.2203805342359183,0.22038052194552815,0.3478680809216072
2020-01-22,0.22013281517075367,0.2208073239582593,0.24061126439435,0.22121438561722617,0.22121438666709758,0.16811253161000284
2020-01-23,0.21902543429936105,0.21720251032511972,0.23942286564891035,0.22163649538768093,0.22163650905726973,0.1522372857544254
2020-01-24,0.2217023862945514,0.2175588818015569,0.23071840277224842,0.21210312972715906,0.2121031328039661,0.17977311042427646
2020-01-27,0.1905741867092825,0.18822112636460975,0.20853581192272508,0.1943746764613833,0.19437470014801805,0.21793340826074742
2020-01-28,0.19575539912120288,0.1974979723457444,0.21405098638219489,0.20403678010362736,0.2040368048574901,0.1792287159314414
2020-01-29,0.20424860037854953,0.20225355430436653,0.2216839066237538,0.2072282881410522,0.20722827974667313,0.10759693734195001
2020-01-30,0.1939064055825266,0.19772708494308766,0.21640740379547563,0.2059671429094886,0.20596710260554418,0.15627634166900817
2020-01-31,0.20902350702104044,0.20506917642722722,0.21237509308096747,0.1949151560539586,0.19491517093558375,0.3030169991570666
2020-02-03,0.20586901785578993,0.21353655338438116,0.2273818818552953,0.22056064173566758,0.2205606002379078,0.5472393930879461
2020-02-04,0.20223203090063113,0.20388282533823732,0.20982068670090281,0.20141662049759235,0.20141662638496127,0.7601152008991291
2020-02-05,0.206864629761231,0.2024775392545668,0.2137056874248605,0.20174604520494022,0.201746035977441,0.23763697667884237
2020-02-06,0.2009569965803114,0.211123140795751,0.22426884437482153,0.21714778920007727,0.2171477627316729,0.2503336611407699
